Chinese,English,File,Line
"并校验","and verify",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,193
"结构","structure",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,193
"正在解析","Parsing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,195
"导入文件不符合","Import file does not comply with",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,207
"导出协议","export protocol",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,207
"导入文件解析失败","Import file parsing failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,208
"当前文件不符合","The current file does not match",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,209
"请确认","Please confirm",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,209
"结构后重试","Retry after structure",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,209
"快照已就绪","Snapshot is ready",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,218
"已完成","Completed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,219
"解析","parse",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,219
"可执行","Executable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,219
"快照已解析","Snapshot resolved",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,221
"无效","invalid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,225
"所选文件不是合法","The selected file is not legal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,226
"或编码内容已损坏","or the encoding content is corrupted",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,226
"导入文件不是合法","The imported file is not legal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,227
"请重新选择导出快照","Please select export snapshot again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,228
"未通过","failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,276
"写入失败","Write failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,276
"校验失败","Verification failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,279
"请检查导入文件与当前配置状态","Please check the imported file and current configuration status",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,279
"请检查响应与控制台日志","Please check the response and console log",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,279
"导入未完成","Import not completed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,280
"本次导入已停止","This import has been stopped",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,284
"避免静默覆盖外部修改","Avoid silently overwriting external modifications",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,284
"并在最新","and in the latest",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,284
"上确认结果","Confirm the result on",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,284
"当前未生成可提交的变更预览","No submittable change previews are currently generated",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,286
"请修正错误清单后再次执行","Please correct the error list and execute again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,286
"本次写入未完成","This write is not completed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,287
"请先处理错误清单","Please deal with the error list first",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,287
"再重新提交配置快照","Resubmit the configuration snapshot",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,287
"请求失败","Request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,301
"写入请求失败","Write request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,301
"当前未拿到服务端响应","No response has been received from the server yet.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,305
"请检查开发服务器状态后重新执行","Please check the status of the development server and execute again.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,305
"写入结果尚未确认","The writing result has not yet been confirmed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,306
"请检查开发服务器状态后重新提交","Please check the development server status and resubmit.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,306
"正在导出快照","Exporting snapshot",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,319
"导出失败","Export failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,332
"状态不可导出","Status cannot be exported",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,336
"请先修复本地配置后重试","Please fix the local configuration first and try again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,336
"当前不可导出","Not currently available for export",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,338
"快照已导出","Snapshot exported",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,353
"导出请求失败","Export request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,355
"请检查开发服务器状态后重试","Please check the development server status and try again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,356
"准备就绪","ready",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/index.ts,432
"处字段","Office field",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,282
"整个分组","entire group",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,287
"未检测到需要写入的分组","No group detected for writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,447
"可以继续保留当前本地配置","You can continue to retain the current local configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,447
"个分组待更新","groups to be updated",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,461
"处字段将变更","The field will change",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,461
"已写入","has been written",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,471
"待更新","To be updated",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,471
"创建时间","creation time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,499
"不包含","Not included",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-data/ui.ts,518
"图库初始化失败","Gallery initialization failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,155
"返回分类","Return to category",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,351
"图片信息读取失败","Failed to read picture information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,472
"正在读取当前页图片信息","Reading image information of current page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,552
"已匹配","Matched",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,601
"张图片","pictures",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,601
"正在加载图片","Loading images",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,623
"已加载","Loaded",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,630
"点击复制","Click to copy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,720
"为空","is empty",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,840
"无法复制","Unable to copy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,840
"图库已刷新","Gallery refreshed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,888
"已返回全部资源","All resources have been returned",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,888
"当前共","Current total",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/controller.ts,889
"图片列表响应格式无效","Image list response format is invalid",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/data.ts,64
"图片列表请求失败","Image list request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/data.ts,249
"图片元数据请求失败","Image metadata request failed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/data.ts,256
"浏览器阻止了复制动作","Browser blocks copy action",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/data.ts,332
"公开资源","Open source",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,13
"内容附件","content attachments",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,15
"正文图片引用","Text image quotes",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,18
"图可作为根绝对路径写入","Graphs can be written as root absolute paths",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,18
"与现有","with existing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,18
"约定一致","Consistent agreement",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,18
"需在代码中","Need to be in code",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,19
"后交由打包器处理","Then handed over to the packager for processing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,19
"附件应在所属内容里用相对路径引用","Attachments should be referenced using relative paths within the content they belong to.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,19
"且本面板无","And this panel does not have",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,20
"当前编辑文件","Currently editing file",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,20
"上下文","context",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,20
"二者均不在此生成","Neither is generated here",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,20
"仅给出禁用原因","Give only reason for disabling",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,20
"不转义","Not escaping",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,21
"但它们会破坏","but they will destroy",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,21
"目标解析","Target analysis",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/scripts/admin-images/view.ts,21
